600, 1, 1
600, 11, 1
600, 21, 1
600, 31, 2
600, 41, 3
600, 51, 5
600, 61, 6
600, 71, 8
600, 81, 9
600, 91, 13
600, 101, 14
600, 111, 18
600, 121, 19
600, 131, 23
600, 141, 26
600, 151, 30
600, 161, 36
600, 171, 47
600, 181, 42
600, 191, 58
600, 201, 54
600, 211, 58
600, 221, 72
600, 231, 78
600, 241, 77
600, 251, 85
600, 261, 226
600, 271, 97
600, 281, 106
600, 291, 111
600, 301, 118
600, 311, 124
600, 321, 154
600, 331, 149
600, 341, 151
600, 351, 166
600, 361, 172
600, 371, 173
600, 381, 213
600, 391, 207
600, 401, 223
600, 411, 225
600, 421, 227
600, 431, 242
600, 441, 253
600, 451, 262
600, 461, 289
600, 471, 286
600, 481, 302
600, 491, 461
600, 501, 330
600, 511, 347
600, 521, 357
600, 531, 368
600, 541, 381
600, 551, 414
600, 561, 419
600, 571, 436
600, 581, 472
600, 591, 461
600, 601, 478
600, 611, 496
600, 621, 487
600, 631, 474
600, 641, 475
600, 651, 484
600, 661, 480
600, 671, 471
600, 681, 469
600, 691, 473
600, 701, 470
600, 711, 467
600, 721, 474
600, 731, 471
600, 741, 614
600, 751, 461
600, 761, 483
600, 771, 481
600, 781, 566
600, 791, 473
600, 801, 463
600, 811, 510
600, 821, 481
600, 831, 463
600, 841, 489
600, 851, 496
600, 861, 478
600, 871, 486
600, 881, 468
600, 891, 471
600, 901, 476
600, 911, 482
600, 921, 476
600, 931, 483
600, 941, 482
600, 951, 479
600, 961, 488
600, 971, 485
600, 981, 657
600, 991, 480
